study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	read_count	base_count	experiment_title	study_title	run_alias	fastq_bytes	fastq_md5	fastq_ftp	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_galaxy	sample_alias	sample_title
PRJEB6609	SAMEA2732716	ERS493804	ERX1789435	ERR1719436	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	181850172	35679503787	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARD_BVGAOSW_5_C1JGMACXX.IND5	15248085352;15257246221	f880a7195f1092789be049720cc8b917;e1be6320296b268ad306db58bf4bcd88	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1719436/ERR1719436_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1719436/ERR1719436_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_BVGAOSW_5_1_C1JGMACXX.IND5_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_BVGAOSW_5_2_C1JGMACXX.IND5_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_BVGAOSW_5_1_C1JGMACXX.IND5_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_BVGAOSW_5_2_C1JGMACXX.IND5_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1719436	ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1719436		TARA_N000003013	TARA_20111211T1627Z_138_EVENT_NET_N1_D_(60 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000003013
PRJEB6609	SAMEA2657109	ERS492751	ERX1789426	ERR1719437	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	34136528	6659119147	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARD_ACKAOSW_1_C0BVLACXX.IND5	2991017441;3027457436	e2da7b4b6d884f310acf84bc8ab7b031;dbe78a17db627da706f448213bcaf156	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1719437/ERR1719437_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1719437/ERR1719437_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ACKAOSW_1_1_C0BVLACXX.IND5_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ACKAOSW_1_2_C0BVLACXX.IND5_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ACKAOSW_1_1_C0BVLACXX.IND5_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ACKAOSW_1_2_C0BVLACXX.IND5_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1719437	ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1719437		TARA_N000001994	TARA_20110731T1916Z_123_EVENT_NET_N1_S_(5 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000001994
PRJEB6609	SAMEA2657092	ERS491958	ERX1789535	ERR1719438	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	47334609	9170261558	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARD_AMXAOSW_8_D0U6TACXX.IND5	4447390505;4438891041	759889d4c961abb51633f9fe2593b23a;c8dee65264758bc21fbc318ef82acfed	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1719438/ERR1719438_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1719438/ERR1719438_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_AMXAOSW_8_1_D0U6TACXX.IND5_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_AMXAOSW_8_2_D0U6TACXX.IND5_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_AMXAOSW_8_1_D0U6TACXX.IND5_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_AMXAOSW_8_2_D0U6TACXX.IND5_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/008/ERR1719438	ftp.sra.ebi.ac.uk/vol1/err/ERR171/008/ERR1719438		TARA_N000001658	TARA_20110421T2042Z_102_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001658
PRJEB6609	SAMEA2622934	ERS493109	ERX1789411	ERR1719439	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	48777967	9404554337	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARD_BENAOSW_2_D0YLDACXX.IND12	4429640168;4492630725	42fefdee1b803615c343b9718488d4a5;04a6dc9e80c34aa3553c5b87ef83c6aa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1719439/ERR1719439_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1719439/ERR1719439_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_BENAOSW_2_1_D0YLDACXX.IND12_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_BENAOSW_2_2_D0YLDACXX.IND12_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_BENAOSW_2_1_D0YLDACXX.IND12_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_BENAOSW_2_2_D0YLDACXX.IND12_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/009/ERR1719439	ftp.sra.ebi.ac.uk/vol1/err/ERR171/009/ERR1719439		TARA_N000002287	TARA_20110905T1840Z_128_EVENT_PUMP_P_D_(40 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000002287
PRJEB6609	SAMEA2623861	ERS494529	ERX1789536	ERR1719440	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	172099506	33696539407	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARD_CEDAOSW_5_C1H8UACXX.IND24	14754178949;14844364698	d30632ea1a8bea3d006c4c1c2c7b3283;9c8f4277e8ef3f697d475560f5704f84	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1719440/ERR1719440_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1719440/ERR1719440_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_CEDAOSW_5_1_C1H8UACXX.IND24_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_CEDAOSW_5_2_C1H8UACXX.IND24_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_CEDAOSW_5_1_C1H8UACXX.IND24_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_CEDAOSW_5_2_C1H8UACXX.IND24_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1719440	ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1719440		TARA_N000002741	TARA_20120309T0859Z_151_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000002741
PRJEB6609	SAMEA2623264	ERS493610	ERX1789637	ERR1719441	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	8938515	1690521056	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARD_BTTAOSW_8_662YWAAXX.IND22	754011337;800706856	6563ec107c4ce72035b10969ad056b6d;0fe9712d90fc753ca54eb23e39b1726c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1719441/ERR1719441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1719441/ERR1719441_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_BTTAOSW_8_1_662YWAAXX.IND22_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_BTTAOSW_8_2_662YWAAXX.IND22_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_BTTAOSW_8_1_662YWAAXX.IND22_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_BTTAOSW_8_2_662YWAAXX.IND22_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/001/ERR1719441	ftp.sra.ebi.ac.uk/vol1/err/ERR171/001/ERR1719441		TARA_N000002959	TARA_20111130T1620Z_136_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000002959
PRJEB6609	SAMEA2657009	ERS490261	ERX1789718	ERR1719442	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	35857182	6850240440	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARD_ABGAOSW_3_C0D52ACXX.IND3	3234148881;3251131709	e58df0d0b58d1caebd8889e125a8d047;9d1dd64fa3d6952ff7b43ff3845431a4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1719442/ERR1719442_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1719442/ERR1719442_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ABGAOSW_3_1_C0D52ACXX.IND3_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ABGAOSW_3_2_C0D52ACXX.IND3_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ABGAOSW_3_1_C0D52ACXX.IND3_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ABGAOSW_3_2_C0D52ACXX.IND3_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/002/ERR1719442	ftp.sra.ebi.ac.uk/vol1/err/ERR171/002/ERR1719442		TARA_N000000701	TARA_20100913T2237Z_068_EVENT_NET_N1_S_(5 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000000701
PRJEB6609	SAMEA2622182	ERS491947	ERX1789506	ERR1719443	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	175478199	34270709276	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARD_ANBAOSW_1_C2ATHACXX.IND7	15044596926;15073650549	6250a4e74e29c1b3bd63afca3f769d2e;a2fe289311c88eb25c12025a42c470d1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1719443/ERR1719443_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1719443/ERR1719443_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ANBAOSW_1_1_C2ATHACXX.IND7_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ANBAOSW_1_2_C2ATHACXX.IND7_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ANBAOSW_1_1_C2ATHACXX.IND7_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ANBAOSW_1_2_C2ATHACXX.IND7_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/003/ERR1719443	ftp.sra.ebi.ac.uk/vol1/err/ERR171/003/ERR1719443		TARA_N000001646	TARA_20110421T2007Z_102_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000001646
PRJEB6609	SAMEA2732696	ERS491417	ERX1789542	ERR1719444	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	58591152	11436485495	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARD_BPCAOSW_7_C19M1ACXX.IND4	5149108040;5171089960	1723d7c54ac41e1ea37ba779e654e1f3;1574871e2bafe57f413ade0eb37aec6c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1719444/ERR1719444_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1719444/ERR1719444_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_BPCAOSW_7_1_C19M1ACXX.IND4_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_BPCAOSW_7_2_C19M1ACXX.IND4_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_BPCAOSW_7_1_C19M1ACXX.IND4_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_BPCAOSW_7_2_C19M1ACXX.IND4_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1719444	ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1719444		TARA_N000001301	TARA_20110226T1440Z_092_EVENT_NET_N1_S_(5 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000001301
PRJEB6609	SAMEA2731795	ERS492254	ERX1789431	ERR1719445	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	179341423	35494780848	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARD_AFAAOSW_6_D2CBHACXX.IND5	15321670247;15330194998	b884b561b0e38a77a6879e1179e9d1c2;f906dbe8d9f8d78b83d9d57e0bdcde08	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1719445/ERR1719445_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1719445/ERR1719445_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_AFAAOSW_6_1_D2CBHACXX.IND5_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_AFAAOSW_6_2_D2CBHACXX.IND5_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_AFAAOSW_6_1_D2CBHACXX.IND5_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_AFAAOSW_6_2_D2CBHACXX.IND5_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1719445	ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1719445		TARA_N000001758	TARA_20110521T1432Z_110_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001758
PRJEB6609	SAMEA2621316	ERS490752	ERX1789386	ERR1719446	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	201352755	38157190318	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARD_CGTAOSW_3_C2FR4ACXX.IND13	18423026511;18317357219	5001cc01dcf4064badad6679093540d8;1045acc5b7e7aefb8f22b2b74faa6b36	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1719446/ERR1719446_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1719446/ERR1719446_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_CGTAOSW_3_1_C2FR4ACXX.IND13_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_CGTAOSW_3_2_C2FR4ACXX.IND13_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_CGTAOSW_3_1_C2FR4ACXX.IND13_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_CGTAOSW_3_2_C2FR4ACXX.IND13_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1719446	ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1719446		TARA_N000001478	TARA_20101129T1121Z_080_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000001478
PRJEB6609	SAMEA2656988	ERS492349	ERX1789684	ERR1719447	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	190783773	37345500523	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARD_ANVAOSW_5_D2C41ACXX.IND4	17961971155;17984204560	0c78aaf784f0e8d11cdd8ad1dd989e74;86c1185faddde1cdd86741d5ace6ae71	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1719447/ERR1719447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1719447/ERR1719447_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ANVAOSW_5_1_D2C41ACXX.IND4_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ANVAOSW_5_2_D2C41ACXX.IND4_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ANVAOSW_5_1_D2C41ACXX.IND4_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ANVAOSW_5_2_D2C41ACXX.IND4_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1719447	ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1719447		TARA_N000001826	TARA_20110531T1708Z_111_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001826
PRJEB6609	SAMEA2622769	ERS492824	ERX1789662	ERR1719448	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	41771618	8029366010	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARD_ADIAOSW_3_C0BVLACXX.IND1	3712153606;3780484117	70db1de6fb5921dd279cd90d5ef1670e;b722a2cda5f8f0eb95efcb4f347a3662	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1719448/ERR1719448_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1719448/ERR1719448_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ADIAOSW_3_1_C0BVLACXX.IND1_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ADIAOSW_3_2_C0BVLACXX.IND1_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ADIAOSW_3_1_C0BVLACXX.IND1_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ADIAOSW_3_2_C0BVLACXX.IND1_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/008/ERR1719448	ftp.sra.ebi.ac.uk/vol1/err/ERR171/008/ERR1719448		TARA_N000002036	TARA_20110804T1833Z_124_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000002036
PRJEB6609	SAMEA2623302	ERS493677	ERX1789455	ERR1719449	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	37770233	7425888491	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARD_BTVAOSW_6_C18MVACXX.IND8	3075954965;3098618252	2653c9dd351ace25c93ebc18afb8ce42;bc27492cefc2b8f37d8c5b7d1a1bc963	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1719449/ERR1719449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1719449/ERR1719449_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_BTVAOSW_6_1_C18MVACXX.IND8_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_BTVAOSW_6_2_C18MVACXX.IND8_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_BTVAOSW_6_1_C18MVACXX.IND8_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_BTVAOSW_6_2_C18MVACXX.IND8_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/009/ERR1719449	ftp.sra.ebi.ac.uk/vol1/err/ERR171/009/ERR1719449		TARA_N000002934	TARA_20111202T2042Z_137_EVENT_PUMP_MB_D_(40 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000002934
PRJEB6609	SAMEA2620150	ERS488991	ERX1789713	ERR1719450	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	171264917	33344247858	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARD_ALVAOSW_3_D2C6KACXX.IND9	15406654385;15366936063	cab2ddfa5846108da276a0eaf177e42a;f9af0d1def8cdf5a374942cce1e2bf08	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1719450/ERR1719450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1719450/ERR1719450_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ALVAOSW_3_1_D2C6KACXX.IND9_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ALVAOSW_3_2_D2C6KACXX.IND9_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ALVAOSW_3_1_D2C6KACXX.IND9_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ALVAOSW_3_2_D2C6KACXX.IND9_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1719450	ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1719450		TARA_N000000065	TARA_20100322T0930Z_040_EVENT_CAST_B6_Z_(50 m)_PROT_NUC-RNA(100L)_W3->_TARA_N000000065
PRJEB6609	SAMEA2621080	ERS490341	ERX1789517	ERR1719451	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	34219686	6470636012	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARD_AHEAOSW_8_D0J1NACXX.IND9	3134362036;3123259702	2d8b5042d19a689ccdea4910a5c5c54a;cd13a261523133a0036ce92215d6d9ea	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1719451/ERR1719451_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1719451/ERR1719451_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_AHEAOSW_8_1_D0J1NACXX.IND9_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_AHEAOSW_8_2_D0J1NACXX.IND9_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_AHEAOSW_8_1_D0J1NACXX.IND9_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_AHEAOSW_8_2_D0J1NACXX.IND9_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/001/ERR1719451	ftp.sra.ebi.ac.uk/vol1/err/ERR171/001/ERR1719451		TARA_N000000674	TARA_20100921T0655Z_070_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000000674
PRJEB6609	SAMEA2656969	ERS490210	ERX1789440	ERR1719452	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	66088361	12707405192	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARD_ABDAOSW_3_D0KDVACXX.IND6	6157054128;6070093115	9b3ac3776b60751a6f95f8315cca24ff;4f2975de6e92070be5a6612e48b9d95b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1719452/ERR1719452_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1719452/ERR1719452_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ABDAOSW_3_1_D0KDVACXX.IND6_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ABDAOSW_3_2_D0KDVACXX.IND6_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ABDAOSW_3_1_D0KDVACXX.IND6_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA745/ERA745179/fastq/ARD_ABDAOSW_3_2_D0KDVACXX.IND6_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/002/ERR1719452	ftp.sra.ebi.ac.uk/vol1/err/ERR171/002/ERR1719452		TARA_N000000750	TARA_20100907T0659Z_067_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000750
