study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	read_count	fastq_md5	fastq_ftp	submitted_bytes	sra_ftp	cram_index_ftp	cram_index_galaxy	sample_title
PRJEB6609	SAMEA2732790	ERS493324	ERX1789617	ERR1719200	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	9891098	6526ed48cd760e08b432e07f055b538a;bcc9dda14430dec097e8b623c8fbb8a0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1719200/ERR1719200_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1719200/ERR1719200_2.fastq.gz	795978821;829706482	ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1719200			TARA_20111004T2128Z_132_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000002404
PRJEB6609	SAMEA2623985	ERS494707	ERX1789419	ERR1719201	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	206269694	d665f6045f4c7cc83fab34847eb2a790;512e29bd598d2d256adc5ddc99f890f8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1719201/ERR1719201_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1719201/ERR1719201_2.fastq.gz	18187796176;18058394486	ftp.sra.ebi.ac.uk/vol1/err/ERR171/001/ERR1719201			TARA_20120324T0813Z_153_EVENT_PUMP_P_X_(25 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000002825
PRJEB6609	SAMEA2732906	ERS493233	ERX1789592	ERR1719202	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	63706825	60cfab6747e5f9993fb61fdac0e4e301;89eb30a0ebbd57619ac30f991142f776	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1719202/ERR1719202_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1719202/ERR1719202_2.fastq.gz	5483384477;5575145061	ftp.sra.ebi.ac.uk/vol1/err/ERR171/002/ERR1719202			TARA_20110930T0056Z_131_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000002364
PRJEB6609	SAMEA2730594	ERS494199	ERX1789493	ERR1719203	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	187899348	0233f40bcf2a9172e23870a046d6452e;c00db6e8f50e9278eb6f53cf88494396	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1719203/ERR1719203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1719203/ERR1719203_2.fastq.gz	15056854799;15272224480	ftp.sra.ebi.ac.uk/vol1/err/ERR171/003/ERR1719203			TARA_20120202T1544Z_145_EVENT_NET_N1_S_(5 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000003223
PRJEB6609	SAMEA2657000	ERS491866	ERX1789400	ERR1719204	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	190376210	c11759fa2ee86b51b5fd7de76d2877fc;853bcaf0b01008bfdb4609f2a7c49269	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1719204/ERR1719204_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1719204/ERR1719204_2.fastq.gz	15226756951;15069703060	ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1719204			TARA_20110415T1719Z_100_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001620
PRJEB6609	SAMEA2732990	ERS493568	ERX1789526	ERR1719205	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	41545321	da16d789819dc0b5f61c6772d59f3b34;f04f4c747d447b34c3a26b900ebd364b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1719205/ERR1719205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1719205/ERR1719205_2.fastq.gz	3499053034;3543367890	ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1719205			TARA_20111024T0034Z_135_EVENT_NET_N1+N2_D_(30 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000002195
PRJEB6609	SAMEA2621793	ERS491435	ERX1789547	ERR1719206	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	165250151	72683be461fa3b519312e08a4650bf96;4e2fec9d60d2722b9f151726f57dbc41	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1719206/ERR1719206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1719206/ERR1719206_2.fastq.gz	12587780718;12672781059	ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1719206			TARA_20110312T1134Z_093_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001290
PRJEB6609	SAMEA2622826	ERS492897	ERX1789532	ERR1719207	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	45722073	16b3a909f4a35e3e3b60f1ff80751c99;79cab57ee47d03ac141537179b033f23	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1719207/ERR1719207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1719207/ERR1719207_2.fastq.gz	3972266056;4055902703	ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1719207			TARA_20110808T1733Z_125_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002019
PRJEB6609	SAMEA2657008	ERS492137	ERX1789642	ERR1719208	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	49587547	6e3b1f638e2f4cc523412c23e3c70b77;e20b877c1096c0315414065222d98683	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1719208/ERR1719208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1719208/ERR1719208_2.fastq.gz	4167703704;4082752086	ftp.sra.ebi.ac.uk/vol1/err/ERR171/008/ERR1719208			TARA_20110512T1400Z_109_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001738
PRJEB6609	SAMEA2731784	ERS494461	ERX1789451	ERR1719209	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	129677958	01a072f3d539a6b8ae1b6f82f07456f8;73f0f47bac6a59750f2368dda68944a3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1719209/ERR1719209_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1719209/ERR1719209_2.fastq.gz	11223006925;11077956939	ftp.sra.ebi.ac.uk/vol1/err/ERR171/009/ERR1719209			TARA_20120305T1033Z_150_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000002703
PRJEB6609	SAMEA2657106	ERS489037	ERX1789702	ERR1719210	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	184446486	ec86c667a07de2330ea57d8fef79e875;7cecd6fc091a7d3a4b854555eb9b59e2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1719210/ERR1719210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1719210/ERR1719210_2.fastq.gz	16397478440;16290679456	ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1719210			TARA_20100330T0245Z_041_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000076
PRJEB6609	SAMEA2656980	ERS492404	ERX1789688	ERR1719211	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	57145919	34e5f4df94e33b5bf82301f5832f2cbd;12c2778e9ffc2fa34449feb902bfb773	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1719211/ERR1719211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1719211/ERR1719211_2.fastq.gz	5042607269;4919401806	ftp.sra.ebi.ac.uk/vol1/err/ERR171/001/ERR1719211			TARA_20110601T2220Z_111_EVENT_NET_N1+N2_D_(90 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001824
PRJEB6609	SAMEA2732192	ERS491455	ERX1789601	ERR1719212	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	38954521	2bfe72cf895e3dd7de9334b7735c37d9;9d2b86f0b5d2b87bfa04b33a31e25221	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1719212/ERR1719212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1719212/ERR1719212_2.fastq.gz	3140630393;3176236994	ftp.sra.ebi.ac.uk/vol1/err/ERR171/002/ERR1719212			TARA_20110312T1722Z_093_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001288
PRJEB6609	SAMEA2622824	ERS492895	ERX1789548	ERR1719213	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	154509005	62c1b2892a46f04881e2e56bbe44b940;fc4bbbd40907ae5baf46067ac3c91810	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1719213/ERR1719213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1719213/ERR1719213_2.fastq.gz	12888235287;12898777876	ftp.sra.ebi.ac.uk/vol1/err/ERR171/003/ERR1719213			TARA_20110808T1733Z_125_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000002017
PRJEB6609	SAMEA2622770	ERS492825	ERX1789587	ERR1719214	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	43103669	8e51e76c042202cf375400f5e4125b87;4efb00bb48f059a31c08fdaebd46bda7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1719214/ERR1719214_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1719214/ERR1719214_2.fastq.gz	3551589577;3589828364	ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1719214			TARA_20110804T1833Z_124_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002037
PRJEB6609	SAMEA2732696	ERS491417	ERX1789420	ERR1719215	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	209859380	bf1eeb303c45fcc0fda478b190354b8b;d5c92775c05cc2c2c49d1d0c321b2f4c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1719215/ERR1719215_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1719215/ERR1719215_2.fastq.gz	17267136329;17398592178	ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1719215			TARA_20110226T1440Z_092_EVENT_NET_N1_S_(5 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000001301
PRJEB6609	SAMEA2657037	ERS488508	ERX1789513	ERR1719216	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	53260413	f785ff9934ce0f6b9f3fc5238b4c5660;c2b4bd816a64ff800987efb87bcdb75e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1719216/ERR1719216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1719216/ERR1719216_2.fastq.gz	4265202872;4228268630	ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1719216			TARA_20091123T1308Z_025_EVENT_NET_N1+N2_D_(50 m)_PROT_NUC-RNA(1L)_N20-180_TARA_E500000196
PRJEB6609	SAMEA2622717	ERS492740	ERX1789407	ERR1719217	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	142324584	64ffc3531723ffc65d870ed071610e36;8505223fd62f25e647f2845056ef025e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1719217/ERR1719217_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1719217/ERR1719217_2.fastq.gz	11469554759;11748924554	ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1719217			TARA_20110731T1720Z_123_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000001992
PRJEB6609	SAMEA2620378	ERS489279	ERX1789679	ERR1719218	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	57040280	502fa67e98deaaab1e087e7865483829;5e101001f21a811a957a225b94c8b9f9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1719218/ERR1719218_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1719218/ERR1719218_2.fastq.gz	4851110293;4897959831	ftp.sra.ebi.ac.uk/vol1/err/ERR171/008/ERR1719218			TARA_20100415T0201Z_046_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000267
PRJEB6609	SAMEA2657031	ERS491798	ERX1789566	ERR1719219	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	183240911	61a7ae60f575ccb45a9e210562bdd582;99b1d355c0426a5e6fb09d7a9a2fc216	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1719219/ERR1719219_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1719219/ERR1719219_2.fastq.gz	15158148099;15312929344	ftp.sra.ebi.ac.uk/vol1/err/ERR171/009/ERR1719219			TARA_20110404T1707Z_098_EVENT_NET_N1+N2_D_(180 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000001594
PRJEB6609	SAMEA2732056	ERS494540	ERX1789457	ERR1719220	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	203777028	9a2886019b46f8a966d63bee97fe7d81;6052abda8e6ad24212b1f2851c322640	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1719220/ERR1719220_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1719220/ERR1719220_2.fastq.gz	17601281042;17772203195	ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1719220			TARA_20120309T1111Z_151_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000002749
PRJEB6609	SAMEA2656958	ERS490366	ERX1789550	ERR1719221	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	168511994	dfe5fdaa409feb80e5267e1e7cf59b2a;b54997f2fc9e30f96ad61d7b2f922577	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1719221/ERR1719221_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1719221/ERR1719221_2.fastq.gz	13505756145;13800008125	ftp.sra.ebi.ac.uk/vol1/err/ERR171/001/ERR1719221			TARA_20100921T1202Z_070_EVENT_NET_N1_S_(5 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000000682
PRJEB6609	SAMEA2619421	ERS487958	ERX1789471	ERR1719222	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	199895092	92d62d20d797fe4c67e15881deb7f407;c67aba4e4143815cc20291aa40ad4844	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1719222/ERR1719222_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1719222/ERR1719222_2.fastq.gz	17542620065;17507752414	ftp.sra.ebi.ac.uk/vol1/err/ERR171/002/ERR1719222			TARA_20090915T1800Z_004_EVENT_PUMP_P_D_(40 m)_PROT_NUC-RNA(100L)_W5-20_TARA_X000000410
PRJEB6609	SAMEA2621768	ERS491394	ERX1789661	ERR1719223	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	226639930	20da0b8d29c1765e3df02491932fe7fb;c450d49fefbdd8565300f88764192d8d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1719223/ERR1719223_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1719223/ERR1719223_2.fastq.gz	18996862529;19158102397	ftp.sra.ebi.ac.uk/vol1/err/ERR171/003/ERR1719223			TARA_20110226T1201Z_092_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000001309
PRJEB6609	SAMEA2619745	ERS488446	ERX1789653	ERR1719224	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	43244101	c166d9b62e429960c4852701ce8f4daf;aa2dcaf2b40777705a7bf942d6b3a6bf	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1719224/ERR1719224_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1719224/ERR1719224_2.fastq.gz	3469560266;3613868013	ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1719224			TARA_20091116T0816Z_022_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_A100000534
PRJEB6609	SAMEA2656971	ERS490362	ERX1789619	ERR1719225	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	184597198	bfcdaaf2fd8f8e46bd2bcbd89589e141;03f7f12e195f1278d5243de744d79be2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1719225/ERR1719225_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1719225/ERR1719225_2.fastq.gz	15395456255;15784370377	ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1719225			TARA_20100921T0823Z_070_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000662
PRJEB6609	SAMEA2732866	ERS493694	ERX1789371	ERR1719226	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	43805746	b669e4f478ec57af8b86ff462d63ae3d;f1dd52efa62b5a0d2fdb6c57b41c871e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1719226/ERR1719226_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1719226/ERR1719226_2.fastq.gz	3804353627;3829789617	ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1719226			TARA_20111202T2302Z_137_EVENT_NET_N1_D_(40 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000002938
PRJEB6609	SAMEA2732983	ERS493860	ERX1789370	ERR1719227	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	7477785	b64188ac0273928b80484614b02ae462;439a83b5d4b687bf1d837a92900af753	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1719227/ERR1719227_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1719227/ERR1719227_2.fastq.gz	600890223;622515741	ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1719227			TARA_20111215T1525Z_139_EVENT_NET_N1_S_(5 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000003039
PRJEB6609	SAMEA2732797	ERS493336	ERX1789503	ERR1719228	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	178865357	b9c6056f22ab609298d005ef959cadbe;88182d71399546a7400252996e2cbb6f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1719228/ERR1719228_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1719228/ERR1719228_2.fastq.gz	15093299780;14840316032	ftp.sra.ebi.ac.uk/vol1/err/ERR171/008/ERR1719228			TARA_20111005T0027Z_132_EVENT_NET_N1+N2_D_(115 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000002402
PRJEB6609	SAMEA2730960	ERS494064	ERX1789393	ERR1719229	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	220943917	7d8b79bab87cf8a102d2dbe1fc2d091f;0e15cc56dd00294be96fbe737ac63717	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1719229/ERR1719229_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1719229/ERR1719229_2.fastq.gz	18729634565;19068562543	ftp.sra.ebi.ac.uk/vol1/err/ERR171/009/ERR1719229			TARA_20120116T2024Z_143_EVENT_NET_N1_D_(40 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000003146
PRJEB6609	SAMEA2623070	ERS493311	ERX1789669	ERR1719230	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	187262560	e9d56b83c5d68c435a2ec076bf9fad2e;b39343a7c517ae3180c9b2811b06385f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1719230/ERR1719230_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1719230/ERR1719230_2.fastq.gz	15727503392;15432156459	ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1719230			TARA_20111004T1746Z_132_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000002420
PRJEB6609	SAMEA2619621	ERS488249	ERX1789380	ERR1719231	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	184361596	f73c41a010f5ee1a36208f1b81e98ae7;6be243d94db5cf5930afe8ca33be53bc	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1719231/ERR1719231_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1719231/ERR1719231_2.fastq.gz	15594812277;15579806885	ftp.sra.ebi.ac.uk/vol1/err/ERR171/001/ERR1719231			TARA_20091004T0830Z_011_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_X000001288
PRJEB6609	SAMEA2657092	ERS491958	ERX1789690	ERR1719232	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	175236640	abe1594fb4790e05c3ccf9d294eb7bd3;67f105eedccfbcc3307a786d667d03fb	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1719232/ERR1719232_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1719232/ERR1719232_2.fastq.gz	14808396162;14994279104	ftp.sra.ebi.ac.uk/vol1/err/ERR171/002/ERR1719232			TARA_20110421T2042Z_102_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001658
PRJEB6609	SAMEA2730869	ERS494255	ERX1789485	ERR1719233	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	195983620	05e01babc341321f259715409629a99e;755da16e8ad5b45008d35584b8ae0ca7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1719233/ERR1719233_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1719233/ERR1719233_2.fastq.gz	16681854065;16645048147	ftp.sra.ebi.ac.uk/vol1/err/ERR171/003/ERR1719233			TARA_20120215T1515Z_146_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000003240
PRJEB6609	SAMEA2656956	ERS490150	ERX1789490	ERR1719234	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	176875973	3bc9301e15b7437e5c56add93b788e13;334ef0d596776c2cd53c9df6b3dae707	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1719234/ERR1719234_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1719234/ERR1719234_2.fastq.gz	14328392620;14688275815	ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1719234			TARA_20100715T1255Z_066_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000790
PRJEB6609	SAMEA2622325	ERS492154	ERX1789609	ERR1719235	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	184036045	128095f6e054fea2feeb98ffc5951e21;1a3a948d65e1c86cec5d269dc9f5a8e5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1719235/ERR1719235_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1719235/ERR1719235_2.fastq.gz	15364799960;15536763368	ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1719235			TARA_20110512T1400Z_109_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000001730
PRJEB6609	SAMEA2622461	ERS492330	ERX1789618	ERR1719236	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	40272396	b58fe22250753cef70ce4f151e8412d8;a8c69116cfd02953bc2ee2a1dfe3be41	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1719236/ERR1719236_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1719236/ERR1719236_2.fastq.gz	3160888570;3221808531	ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1719236			TARA_20110531T1425Z_111_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000001810
PRJEB6609	SAMEA2623961	ERS494673	ERX1789427	ERR1719237	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	153043782	5b0f2fdadf272f044ab738f3b564a5eb;bc87026c05020ff376004a0bc9375f14	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1719237/ERR1719237_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1719237/ERR1719237_2.fastq.gz	12940009256;12151672794	ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1719237			TARA_20120320T0851Z_152_Combined-EVENTS_CAST_MB_X_(25 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000002797
PRJEB6609	SAMEA2623741	ERS494339	ERX1789603	ERR1719238	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	179744671	4753fc4373e2c3bf6d68b6362433a538;866f0aa40d22c9c89fb015709e48fc20	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1719238/ERR1719238_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1719238/ERR1719238_2.fastq.gz	15019366402;15175452495	ftp.sra.ebi.ac.uk/vol1/err/ERR171/008/ERR1719238			TARA_20120224T1140Z_148_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000002111
PRJEB6609	SAMEA2731672	ERS494602	ERX1789710	ERR1719239	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	200721180	060a63d9dec2ba052c053dc80d78f66f;1f997503bdbc58da7a9da7936794e98c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1719239/ERR1719239_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1719239/ERR1719239_2.fastq.gz	18056949357;17649097048	ftp.sra.ebi.ac.uk/vol1/err/ERR171/009/ERR1719239			TARA_20120319T0909Z_152_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000002777
PRJEB6609	SAMEA2619958	ERS488753	ERX1789374	ERR1719240	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	181653103	76e8c307d9791afcc067f3f55ab34a2a;6731e23ba33baa8700af4a76cfa96695	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1719240/ERR1719240_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1719240/ERR1719240_2.fastq.gz	15140992837;15117367934	ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1719240			TARA_20100312T1223Z_036_EVENT_PUMP_P_D_(17 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000317
